idiom_id,idiom_canonical,idiom_surface,example,idiom_canonical_meaning,source,source_type,pos,tags,idiom_confidence,source_url,record_origin,license_source,example_language,meaning_language,idiom_domain,idiom_register,slang_strength,regionality,generation_notes
syn_f14cc7d27f273f85,surfing the spreadsheet storm,surfing the spreadsheet storm,,handling a chaotic data analysis situation,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,business,informal,weak,general_english,Storm metaphor for complex data challenges.
syn_64873e0c78077a29,chasing the 9-to-5 phantom,chasing the 9-to-5 phantom,,struggling to maintain traditional work hours,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,business,informal,medium,general_english,Phantom metaphor suggesting illusory nature of set hours.
syn_472762bdd9b725ef,spinning the quarterly hamster wheel,spinning the quarterly hamster wheel,,repeating tasks every quarter without progress,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,business,informal,medium,american,"Hamster wheel metaphor showing repetitive, futile effort."
syn_90ce18f5cb1ad730,carry a flickering torch,carry a flickering torch,,harbor a hesitant or fragile romantic interest,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Uses 'torch' metaphor for love with 'flickering' implying uncertainty.
syn_00c1e35b54b064ee,whisper in the heart's ear,whisper in the heart's ear,,intimate emotional communication or secret feelings,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,"Personifies the heart as an entity that can 'hear whispers', implying subtle emotions."
syn_6a4f9e56e9e244e7,dance on the fault line,dance on the fault line,,be engaged in a precarious or volatile emotional relationship,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,weak,general_english,"Metaphor from tectonics, here for emotional instability or tension."
syn_de59b5e34110db6d,ignite the paper flame,ignite the paper flame,,start a delicate or short-lived passion,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,"'Paper flame' suggests something fragile and ephemeral, applied to feelings."
syn_928f8f847d658f51,wear the shadow’s smile,wear the shadow’s smile,,hide true emotions behind a subtle or secretive facade,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,formal,none,general_english,Uses poetic imagery to describe concealed feelings.
syn_a436d3cad6ae0544,string hearts like a marionette,string hearts like a marionette,,control others’ emotions manipulatively,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,weak,general_english,Figurative for emotionally pulling strings over someone.
syn_1f79a7b8dd5204e4,bottle up the midnight storm,bottle up the midnight storm,,suppress intense emotional turmoil,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,"Storm as a metaphor for feelings, bottled up at an intense moment."
syn_47ccfd5240c4733c,spill the honey jar,spill the honey jar,,reveal sweet or affectionate secrets unintentionally,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,american,Honey implies sweetness; spilling suggests inadvertent disclosure.
syn_e69191d026291824,ride the emotion rollercoaster,ride the emotion rollercoaster,,experience rapidly changing feelings,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,weak,general_english,Common metaphor made idiomatic as a full phrase.
syn_07ee11c4fe89f681,fish for heartbeats,fish for heartbeats,,try to attract someone’s romantic interest subtly,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,general_english,Fishing metaphor applied to eliciting emotional response.
syn_08e1cb1e87862d5d,lock eyes in the shadow dance,lock eyes in the shadow dance,,make secretive or intense eye contact,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Suggests a mysterious or charged moment between people.
syn_0c8a9b9e22580b0c,wear one’s smile on a leash,wear one’s smile on a leash,,restrain genuine happiness or affection,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,weak,general_english,Image of controlling outward expression of emotion.
syn_7561176e4f3b2fae,chase whispers on a breeze,chase whispers on a breeze,,pursue subtle hints of affection or attention,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Metaphor for delicately seeking emotional signals.
syn_a4122100e8a8395e,pull the heartstrings’ tightrope,pull the heartstrings’ tightrope,,balance delicate personal feelings carefully,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Combines 'heartstrings' and tightrope for emotional tension.
syn_e4b6142be2f60251,wear secondhand sunsets,wear secondhand sunsets,,carry the emotional residue of past relationships,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,weak,general_english,"Sunsets as metaphor for ends, 'secondhand' suggests inherited feelings."
syn_05650310ee968690,catch sparks from a cold flame,catch sparks from a cold flame,,find excitement or feelings where little was expected,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Oxymoron for unexpected emotional reaction.
syn_eb2ac6ee0363be55,carry a garden of thorns,carry a garden of thorns,,bear emotional pain or difficulties in relationships,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,formal,none,general_english,Thorns symbolize pain; carrying a garden suggests multiple troubles.
syn_21a4dcc1b16171a3,whistle a love’s requiem,whistle a love’s requiem,,mourn the end of a relationship in a lighthearted way,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,general_english,"'Whistle' implies nonchalance, 'requiem' denotes mourning."
syn_6c4a35f35927b46f,tie ribbons around broken promises,tie ribbons around broken promises,,superficially decorate past disappointments,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Metaphor for masking emotional hurts with gestures.
syn_f2c14b39b1d1592c,whip up the honeyed storm,whip up the honeyed storm,,create an intense but sweet emotional conflict,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,weak,general_english,Contrasting sweetness and turmoil for emotional complexity.
syn_1248af1e8eb1524c,spin tales on the heart’s loom,spin tales on the heart’s loom,,fabricate or imagine romantic stories or feelings,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Weaving metaphor to express emotional storytelling.
syn_2e30351ebae19134,kiss the ember goodbye,kiss the ember goodbye,,end lingering feelings of affection,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Ember as faint passion; kissing goodbye implies letting go.
syn_b5d487a834e3a07d,carry coats of invisible armor,carry coats of invisible armor,,protect oneself emotionally in relationships,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Invisible armor suggests unseen emotional defenses.
syn_be52baa36ef07122,plant gardens in winter’s heart,plant gardens in winter’s heart,,nurture hope or love in bleak or cold emotional times,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,formal,none,general_english,"Winter as coldness, gardening as care and hope."
syn_44ecc3d4c568b056,ride the echo of a sigh,ride the echo of a sigh,,remember or act on faint emotional signals from someone,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Sigh as emotional sound; echo implies lingering feelings.
syn_5a0ef3f268b342d5,pour salt on velvet wounds,pour salt on velvet wounds,,make delicate emotional hurts worse,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,weak,general_english,Contrasts soft velvet with painful salt for emotional hurt.
syn_735e3541ca0f093c,carry a suitcase full of goodbyes,carry a suitcase full of goodbyes,,have experienced many farewells or breakups,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Suitcase symbolizes burdensome emotional history.
syn_da561cf0071e42ad,sing lullabies to a restless heart,sing lullabies to a restless heart,,try to calm anxious or unsettled emotions,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,formal,none,general_english,Lullabies used metaphorically for soothing feelings.
syn_5e256a53328bd13e,dangle hope on a broken string,dangle hope on a broken string,,maintain unrealistic expectations in relationships,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,general_english,Broken string implies fragility of hope.
syn_6c0511eee854470b,wrap feelings in smoke and mirrors,wrap feelings in smoke and mirrors,,conceal true emotions behind illusions,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,general_english,Common idiom 'smoke and mirrors' applied to feelings.
syn_135357a7fb165de7,glide on the ice of doubt,glide on the ice of doubt,,move carefully through uncertain emotions,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Ice as unstable surface symbolizing insecurity.
syn_8aa7a90675d1a0ac,thread roses through thorny tales,thread roses through thorny tales,,introduce love or kindness into difficult stories,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,formal,none,general_english,Roses and thorns symbolize love and difficulty.
syn_50f66a736a552e90,light candles in a stormy soul,light candles in a stormy soul,,find or create hope during emotional turmoil,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Candlelight as hope against emotional darkness.
syn_a5e7922fde1415f2,knot the threads of two hearts,knot the threads of two hearts,,bind two people emotionally or romantically,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Knotting threads as a metaphor for connection.
syn_bbe8a06f4607269b,crack open the dawn of feelings,crack open the dawn of feelings,,begin to experience new or awakening emotions,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Dawn as start; crack open suggests emergence.
syn_87f699d485f1c762,hang dreams on the wind’s whisper,hang dreams on the wind’s whisper,,place hopes on uncertain or fragile prospects,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Wind whisper as subtle and unreliable carrier of dreams.
syn_6493f51a1c7fcf69,dust off old love letters,dust off old love letters,,reflect on past romantic experiences,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Literal action as metaphor for reminiscing.
syn_50589f18cf0a14d6,spin silver threads of affection,spin silver threads of affection,,create delicate or subtle expressions of love,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Silver threads symbolize precious emotional bonds.
syn_9163d360525fed3a,murmur secrets beneath the willow’s veil,murmur secrets beneath the willow’s veil,,"share confidential feelings in a private, sheltered place",llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,formal,none,general_english,Willow tree as symbol of privacy and melancholy.
syn_cd5c571ac70b3760,tangle fingers in threads of fate,tangle fingers in threads of fate,,be emotionally intertwined by destiny or circumstances,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Threads of fate commonly symbolize destiny.
syn_b725879100319f70,ghost in the chat,ghost in the chat,,to disappear suddenly from an online conversation without explanation,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,slang,strong,online_global,Combines 'ghost' meaning disappear with online chatting context.
syn_e3984634000f8326,plugged into the vibe,plugged into the vibe,,being well attuned to current trends or moods,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,general_english,Figurative use of 'plugged in' with 'vibe' to express trend awareness.
syn_440d22abf278c35d,flip the script,flip the script,,to change the expected outcome or behavior dramatically,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,general_english,Common youth slang for turning things around unexpectedly.
syn_94d910af8493c806,caught the drip,caught the drip,,to have a stylish or fashionable appearance,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,slang,strong,american,Uses 'drip' as slang for style or swagger.
syn_f12f908227fd2a36,juice the gram,juice the gram,,to increase engagement or popularity on Instagram,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,slang,strong,online_global,"Combines 'juice' meaning boost, with 'gram' for Instagram."
syn_ef6ea5c63868dcd0,wave check,wave check,,"an evaluation or showcase of one's hairstyle, especially waves",llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,slang,medium,american,Youth slang from hair culture emphasizing style check.
syn_3f3021b583d59eeb,spill the tea pot,spill the tea pot,,to start gossiping or sharing juicy news,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,slang,strong,online_global,An extension of 'spill the tea' for emphasis in gossip context.
syn_2b1cf8e4a22fa48b,snatched the vibe,snatched the vibe,,to instantly understand or capture the mood,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,general_english,Uses 'snatched' meaning grabbed quickly in an abstract sense.
syn_c3133f791b7dac4f,clout chaser’s lane,clout chaser’s lane,,an environment or context where people seek fame or influence,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,slang,strong,online_global,Draws on 'clout chaser' to describe a figurative place.
syn_5ccb5ed57431a3da,juice up the drip,juice up the drip,,to enhance one’s personal style or fashion,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,slang,strong,american,Combines 'juice up' and 'drip' for style improvement.
syn_4de9e553fb3409ae,no cap zone,no cap zone,,a space or discussion where honesty is required,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,slang,strong,american,'No cap' means no lie; zone implies a place or context.
syn_5fab05b7eee2d875,glow up squad,glow up squad,,a group of friends supporting each other's personal improvement,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,general_english,Youth slang focusing on collective positive transformations.
syn_cc0cbb9b2d279463,vibe check fail,vibe check fail,,to be out of sync with the mood or feeling of a group,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,slang,strong,online_global,'Vibe check' plus 'fail' to denote rejection from group mood.
syn_41b9b45b9d47ef11,hit different waves,hit different waves,,to experience new feelings or moods unexpectedly,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,general_english,Metaphoric use of waves to represent feelings.
syn_3afa617acd766d59,plug into the matrix,plug into the matrix,,to become fully immersed in social media or digital life,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,informal,medium,online_global,Reference to 'Matrix' for digital immersion.
syn_4ca2aaaa04625c9b,bread on deck,bread on deck,,ready money or resources available for spending,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,slang,strong,american,'Bread' for money combined with 'on deck' meaning prepared.
syn_5fe6d9a19b41b5f9,ghost ride the drip,ghost ride the drip,,to show off style while moving confidently without attention,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,slang,strong,american,Fusion of ghost ride and drip (style) concepts.
syn_c5ba7417f0065521,double tap flex,double tap flex,,"to show off something on social media, seeking likes",llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,slang,strong,online_global,Uses Instagram double tap for like and flex for bragging.
syn_7c1dc1c4a2c535ed,curveball mood,curveball mood,,an unpredictable or surprising emotional state,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,general_english,Sports metaphor applied to moods.
syn_edf2255576b5a96c,juice the squad,juice the squad,,to energize or hype up a group of friends,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,slang,strong,american,'Juice' as energize combined with squad meaning friends.
syn_55fa7ed822170f9d,clap back season,clap back season,,a period where one responds sharply to criticism or insult,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,slang,strong,online_global,Popular slang phrase for verbal retaliation time.
syn_d88171fc3e5b784f,wave lord status,wave lord status,,being an expert at managing or styling waves (hair or trends),llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,slang,medium,american,'Wave lord' as mastery term in hair culture.
syn_bc281bc75b9a1c39,lit squad goals,lit squad goals,,aspirational group qualities involving fun and vibrant socializing,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,slang,strong,general_english,Combination of 'lit' and 'squad goals' youth expressions.
syn_255be56b187d3f07,juice the drip check,juice the drip check,,to enhance and verify someone’s style or outfit,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,slang,strong,american,Expands on drip and juice concepts with check element.
syn_6bee918f6dd410a0,slide through flex,slide through flex,,to make a stylish entrance or appearance,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,slang,strong,american,'Slide through' plus 'flex' indicates cool arrival.
syn_bcab97d203137815,ghost mode activated,ghost mode activated,,entering a state of avoiding social interaction or attention,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,slang,strong,online_global,Refers to deliberate invisibility in social scenarios.
syn_2c13587c12bfc7cb,savage energy burst,savage energy burst,,a sudden display of boldness or intensity,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,slang,strong,general_english,'Savage' used as extreme confidence or action.
syn_1fa0ba0236e5abf2,chill pill moment,chill pill moment,,a reminder to relax or calm down,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,general_english,Figurative phrase encouraging composure.
syn_3d680bc4e5056179,juice up the scene,juice up the scene,,to energize a social setting or event,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,slang,medium,general_english,Uses juice metaphorically for energizing environment.
syn_edb7e26606681bcb,dip and slide,dip and slide,,"to leave quickly and smoothly, often unexpectedly",llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,slang,medium,american,Rhythmic phrase highlighting quick exit.
syn_d740d3fc5861e474,flex zone activated,flex zone activated,,a state or moment dedicated to showing off,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,slang,strong,general_english,Describes intentional behavior of bragging or showing style.
syn_46b727fd58774508,juice wave roll,juice wave roll,,a confident movement or progression with style,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,slang,strong,american,Combination of juice and wave as metaphors for smooth confidence.
syn_953eb47c07633f5b,click bait drip,click bait drip,,an eye-catching but somewhat misleading display of style or personality,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,slang,medium,online_global,Uses concept of clickbait to describe style with allure.
syn_fcf7b74a20a844dd,ghost flex move,ghost flex move,,to subtly show off without overt attention,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,slang,strong,american,Combining ghost for discreet with flex for bragging.
syn_1b2ebebdd1c0ed3a,slide into the drip,slide into the drip,,to gradually adopt a stylish or fashionable look,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,slang,medium,american,Metaphoric phrase suggesting transition to style.
syn_60332c26f11860ed,vibe hustle mode,vibe hustle mode,,working hard while maintaining a cool or relaxed attitude,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,slang,strong,general_english,Combines hustle culture with vibe mentality.
syn_3f8f4ff09aaaa2e2,juice up the gram,juice up the gram,,to improve or hype up one’s Instagram content or profile,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,slang,strong,online_global,Recalls social media enhancement activities.
syn_ac2c1aac7b4088e6,catch some drip,catch some drip,,to acquire fashionable items or style,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,slang,medium,american,Phrase encouraging gaining or adopting style elements.
syn_42fb5427a9417140,flip the vibe switch,flip the vibe switch,,to change the mood or atmosphere suddenly,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,general_english,Metaphor of controlling mood like a switch.
syn_0384b486e5d27c33,squad juice up,squad juice up,,to energize or hype one's group of friends,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,slang,strong,american,Refers to collective motivation boost.
syn_c9d47cc5f25e0e78,drip check alert,drip check alert,,a warning or invitation to show off one’s style,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,slang,strong,american,Common phrase in fashion-conscious youth groups.
syn_f25a51c005efc598,ghost on blast,ghost on blast,,to suddenly disappear during social or online interaction,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,slang,strong,online_global,Aggressive use of ghosting behavior terminology.
syn_49c59ced3de59073,plug in the scene,plug in the scene,,to become involved or connected in a social group or environment,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,general_english,Figurative for joining or engaging socially.
syn_e0f5c22f100d799c,ride the juice wave,ride the juice wave,,to benefit from a current trend or popularity boost,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,general_english,Combines juice and wave metaphors for trend riding.
syn_fbe2d68c22c01d7e,clout drip combo,clout drip combo,,a mix of popularity and stylishness,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,slang,strong,online_global,Combines two popular youth slang words.
syn_b25fc0b5998de657,vibe shift moment,vibe shift moment,,a sudden change in the energy or feeling of a situation,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,general_english,Catchy phrase to describe mood changes.
syn_940b1b57d9496cb2,flex on mute,flex on mute,,to show off subtly without drawing obvious attention,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,slang,medium,american,Contradictory phrase highlighting low-key bragging.
syn_83c459e7aa040269,juice pack on,juice pack on,,to gear up or prepare with confidence and style,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,general_english,Metaphoric phrase combining energy and readiness.
syn_b9a475aeddca6afc,plug and play squad,plug and play squad,,a team that easily integrates and performs together,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,general_english,Tech metaphor applied to social groups.
syn_d27513933cf50fad,spill the vibe,spill the vibe,,to reveal the current mood or secret feelings,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,general_english,Blends gossip concept with mood sharing.
syn_de44603c0330e72d,bend the spoon,bend the spoon,,to change reality or perception in an unbelievable way,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,weak,general_english,"Figurative phrase implying altering the ordinary, inspired by psychic idea of spoon bending."
syn_89f82c03a13b31a9,paint the breeze,paint the breeze,,to engage in pointless or idle talk,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,weak,general_english,"Metaphor mixing painting (a deliberate act) with breeze (nothing tangible), suggesting chatting without substance."
