idiom_id,idiom_canonical,idiom_surface,example,idiom_canonical_meaning,source,source_type,pos,tags,idiom_confidence,source_url,record_origin,license_source,example_language,meaning_language,source_file,idiom_domain,idiom_register,slang_strength,regionality,generation_notes
syn_5c160126560beb1e,skip the script,skip the script,,to act spontaneously in emotional or relationship matters instead of following expected patterns,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,general,informal,weak,general_english,"Implies breaking conventional behavior in relationships, using theatrical metaphor."
syn_ac2bff4386951563,heart on a leaky raft,heart on a leaky raft,,feeling emotionally vulnerable or unstable in a delicate situation,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,general,neutral,weak,general_english,Conveys fragility and risk in emotional state through maritime imagery.
syn_3bc2159fc72c95bb,run the empathy gauntlet,run the empathy gauntlet,,to endure a challenging series of emotional tests or displays of vulnerability,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,general,informal,medium,american,"Combines an old trial metaphor with emotional endurance, relevant in relationship struggles."
syn_41f0cca671232b4c,ghost in the love machine,ghost in the love machine,,an elusive or absent presence in a relationship that affects emotional connection,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,internet,slang,strong,online_global,Mixes tech metaphor with relationship dynamics suggesting emotional absence or disconnection.
syn_da9d97dc2182e305,put the brim on sadness,put the brim on sadness,,to superficially cover up emotional pain or heartbreak,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,general,informal,weak,general_english,Uses the image of tilting a hat brim to cover face as a metaphor for hiding feelings.
syn_94240b7a67d1530a,ride shotgun on heartbreak,ride shotgun on heartbreak,,to accompany or endure betrayal or emotional pain alongside someone else,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,general,informal,medium,american,Mixes a travel idiom with emotional pain to indicate shared distress or experience.
syn_92a856177b79a35f,build sandcastles with shadows,build sandcastles with shadows,,to invest emotionally in something insubstantial or illusory,llm_generated_inventory,synthetic_generation,phrase,relationships_emotions,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,general,neutral,none,general_english,Evokes the futility and fragility of emotional efforts based on illusions or uncertainty.
syn_3391642004ea3d61,ghost the playlist,ghost the playlist,,to stop engaging or responding without warning,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,internet,slang,medium,online_global,Figurative use of 'ghost' combined with 'playlist' to suggest disappearing suddenly from social or digital interaction.
syn_c95aea425fd6334a,flex the vibe,flex the vibe,,to confidently display one’s mood or style,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,general,informal,medium,general_english,'Flex' means to show off; combined with 'vibe' conveys showing off one’s energy or style in a cool way.
syn_900a43245e9aad2c,catch the glitch,catch the glitch,,to notice or become affected by something unusual or unexpected,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,internet,informal,medium,online_global,Using 'glitch' figuratively for a disturbance or unexpected situation; 'catch' implies being drawn into or noticing it.
syn_2d1770854a6de2c7,drip the wave,drip the wave,,to express stylish confidence through fashion and attitude,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,general,slang,strong,american,"'Drip' slang for cool style; 'wave' implies a current or trend, so combining to mean flowing style effortlessly."
syn_ec047313ccc9275b,spill the pixel,spill the pixel,,to reveal a secret or piece of private info online,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,internet,slang,medium,online_global,"'Spill' as in spill secrets; 'pixel' evokes digital imagery, creating a phrase for leaking information digitally."
syn_f330d5726be995a8,ride the snap,ride the snap,,to go along with a fast-moving trend or social media moment,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,internet,informal,medium,online_global,"'Ride' means to follow or join; 'snap' references Snapchat or quick trends, implying jumping on ephemeral trends."
syn_2b713611700c2fcb,stone the glitch,stone the glitch,,to deal with or ignore awkward or unexpected social errors gracefully,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,general,informal,medium,general_english,"Combines 'stone' (to remain solid, unbothered) with 'glitch' (a hiccup), figuratively meaning to handle social slip-ups."
syn_57ffb798f5316d26,juice the drip,juice the drip,,to enhance one’s style or reputation beyond the norm,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,general,slang,strong,american,'Juice' meaning energy or power added to 'drip' (style) implies amplifying coolness or influence.
syn_b725879100319f70,ghost in the chat,ghost in the chat,,to suddenly stop replying or communicating in an online conversation,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,internet,slang,medium,online_global,Extends 'ghosting' with 'chat' to specify disappearing from messaging contexts.
syn_65cfbc20f8a61846,pop the vibe,pop the vibe,,to light up a mood or environment; to bring energy or excitement,llm_generated_inventory,synthetic_generation,phrase,youth_slang,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,general,informal,medium,general_english,"'Pop' as energize and 'vibe' as atmosphere or feeling, together indicating energizing a social setting."
syn_0c23b9574621543b,carry a squirrel in your coat,carry a squirrel in your coat,,To be nervous or overly anxious about something trivial.,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,general,informal,medium,general_english,Uses unexpected animal imagery to evoke a quirky sense of unease or restlessness unlikely to be literal.
syn_510e0b371e88e692,burn the toast on both sides,burn the toast on both sides,,To mess up a situation badly by making multiple mistakes.,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,general,informal,weak,american,Combines the common experience of burnt toast with exaggeration to signify compounded error.
syn_03244058feae520a,paint shadows on the ceiling,paint shadows on the ceiling,,To imagine or worry about impossible or unlikely problems.,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,general,neutral,none,british,Metaphor for creating unnecessary fears; 'painting shadows' suggests crafting something insubstantial.
syn_4e1e3bef8992562d,dancing with the paper tiger,dancing with the paper tiger,,Engaging confidently with something that appears dangerous but is actually harmless.,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,general,informal,medium,general_english,"'Paper tiger' is an existing metaphor; adding 'dancing with' evokes a playful, risky social interaction."
syn_396142c216828e65,feed the dragon's breakfast,feed the dragon's breakfast,,To take on a difficult task first thing in the morning.,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,general,informal,weak,american,'Dragon' symbolizes a fearsome challenge; 'breakfast' contextualizes doing it at the start of the day.
syn_0d486f0a58f854cf,jump the fence with a paperclip,jump the fence with a paperclip,,To attempt an impractical or nearly impossible solution to a problem.,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,general,informal,medium,online_global,"Conjures imagery of an absurdly inadequate tool for a difficult task, implying improvised desperation."
syn_0c6ec71ef8973e34,putting socks on a rooster,putting socks on a rooster,,Doing something pointless or futile that won't fix the real issue.,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,general,informal,medium,american,Humorous and vivid image suggesting absurd effort unlikely to produce change.
syn_372040c2c341b6e9,whistling through a minefield,whistling through a minefield,,Acting unaware or unconcerned in a dangerous or sensitive situation.,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,general,informal,medium,british,Mixes carefree 'whistling' with hazardous 'minefield' to imply reckless ignorance or bravado.
syn_2073d73a5c265641,walking on jelly beans,walking on jelly beans,,Trying to proceed delicately but with unstable or unreliable support.,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,general,informal,weak,general_english,Juxtaposes the sweetness of jelly beans with their fragility to represent unstable footing in situation.
syn_18ede047b9097426,counting frogs after the rain,counting frogs after the rain,,Focusing on minor details or consequences after a significant event has passed.,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,general,neutral,none,general_english,Uses natural imagery to suggest fixation on trivial aftermath rather than core issues.
syn_baf67d19efcfdc79,ride the paper tiger,ride the paper tiger,,to rely on a seeming advantage that proves ineffective in the long run,llm_generated_inventory,synthetic_generation,phrase,success_failure,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,business,informal,medium,general_english,"Paper tiger evokes something that looks threatening but is actually weak, used figuratively for shaky success."
syn_a9ab0a3c035e6710,dance on the razors,dance on the razors,,to engage in a risky action that could lead to either success or failure,llm_generated_inventory,synthetic_generation,phrase,success_failure,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,general,neutral,weak,general_english,Metaphoric phrase highlighting precarious balance and high stakes.
syn_08a99a4ee9708aa1,bake in the deep freeze,bake in the deep freeze,,to have plans or success stagnate or fail due to unfavorable conditions,llm_generated_inventory,synthetic_generation,phrase,success_failure,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,business,informal,medium,american,Combines cooking and freezing imagery to convey stalled progress.
syn_2a0a0720ecae4f23,plug the sinking drum,plug the sinking drum,,to futilely try to save a failing situation,llm_generated_inventory,synthetic_generation,phrase,success_failure,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,general,informal,medium,general_english,"Drum pouring water suggests something doomed, efforts to save it seen as pointless."
syn_7b95f0ad1519bf76,surf the buzzwave,surf the buzzwave,,to ride a current trend successfully before it fades,llm_generated_inventory,synthetic_generation,phrase,success_failure,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,internet,slang,medium,online_global,Combines surfing with 'buzz' to figuratively describe catching a hype before it crashes.
syn_6531bc60ae60a50e,fish in glass ponds,fish in glass ponds,,"to attempt success in obvious or overly watched environments, risking exposure",llm_generated_inventory,synthetic_generation,phrase,success_failure,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,general,neutral,none,general_english,"Fish in glass patios easily seen, implying transparency and risk despite efforts."
syn_adc0cea2ec0267f3,spin the paper propeller,spin the paper propeller,,to make attempts that look like effort but lack real power or results,llm_generated_inventory,synthetic_generation,phrase,success_failure,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,general,informal,weak,general_english,Paper propeller suggests something ineffective though it appears active.
syn_22d875721617c70c,ballast the balloon,ballast the balloon,,to stabilize or secure success that is prone to fail or blow away,llm_generated_inventory,synthetic_generation,phrase,success_failure,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,general,neutral,none,general_english,Uses metaphor of balancing a balloon to depict efforts to keep success afloat.
syn_9d09dc85a9db0148,chalk the climb,chalk the climb,,to prepare or attempt a challenging task with hopeful optimism for success,llm_generated_inventory,synthetic_generation,phrase,success_failure,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,sports,informal,weak,general_english,"Chalking hands is climbing metaphor, figurative for gearing up for tough success."
syn_5dc62a741b0fded7,wrangle the wild credit,wrangle the wild credit,,to struggle to gain or keep recognition or reward amidst chaos,llm_generated_inventory,synthetic_generation,phrase,success_failure,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,business,informal,medium,american,"Credit is personified as something wild and hard to control, indicating fraught attempts at success."
syn_9198666fedf58d8e,throwing shade grenades,throwing shade grenades,,subtly attacking someone's character or decisions in a confrontational way,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,internet,slang,medium,online_global,Combines idiomatic 'throwing shade' with 'grenades' for a figurative hostile jab.
syn_81ae76b52212c689,rattling cage keys,rattling cage keys,,provoking or antagonizing someone persistently to stir conflict,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,general,informal,weak,general_english,Uses metaphor of rattling a cage to suggest deliberate provocation.
syn_f6317c85f354045a,waving red flags,waving red flags,,openly exhibiting signs that provoke suspicion or tension leading to conflict,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,general,neutral,none,general_english,Common metaphor intensified to indicate active conflict-provoking behavior.
syn_9245ed20b1a9f211,playing the silence card,playing the silence card,,using quietness or non-response as a tactic to create tension or assert control in disagreement,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,general,informal,weak,general_english,Figurative expression where silence is weaponized in conflict.
syn_84c96ecd0d9e3bce,lighting firecrackers indoors,lighting firecrackers indoors,,engaging in reckless or provocative behavior that sparks intense conflict,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,general,informal,weak,uncertain,Metaphor relating risky actions to creating chaos within a confined space.
syn_bf262ef3fcf74387,feeding the wolf pack,feeding the wolf pack,,intentionally inciting a group to aggression or conflict,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,general,informal,medium,general_english,Wolves symbolize aggression; feeding them figuratively means encouraging conflict.
syn_674f8b8f7ed17cb6,spitting on calm waters,spitting on calm waters,,disrupting peace intentionally to provoke fight or unrest,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,general,informal,weak,general_english,Uses water metaphor to describe breaking tranquility to ignite conflict.
syn_d2f9ece31ba9e4e8,carrying thunder in pockets,carrying thunder in pockets,,harboring explosive anger or readiness to confront conflict at any moment,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,general,informal,medium,general_english,Thunder symbolizes impending storm or conflict; metaphor for a volatile attitude.
syn_5ed36191a2750bc4,slinging barbs in whispers,slinging barbs in whispers,,making subtle but cutting remarks that ignite tension or conflict,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,general,informal,medium,general_english,Barbs imply sharp insults delivered quietly but effectively.
syn_c2bfeafcfeaf6aeb,putting oil on sparks,putting oil on sparks,,intensifying a small disagreement or conflict deliberately to make it worse,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,general,informal,weak,general_english,Oil and sparks metaphor suggests fuel added to conflict for escalation.
syn_8d5e564b883c4bc9,juggling jellybeans,juggling jellybeans,,"Managing multiple small income streams in a tricky, unstable way.",llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,internet,slang,medium,online_global,"Uses the image of unstable, lively jellybeans to reflect an unstable balancing act involving money."
syn_b60c111d8a4bbab9,grease the gutters,grease the gutters,,Smooth out small financial obstacles to keep cash flow going.,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,business,informal,weak,general_english,"Metaphor of lubricating gutters to ensure smooth passage, applied to money flow."
syn_ddf31d4188f59e13,spin the bonus wheel,spin the bonus wheel,,Taking risky financial gambles hoping for extra rewards.,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,business,informal,medium,american,Imagery related to luck and chance tied to bonuses and profit-making.
syn_27b87b18dd3b27b0,counting crowbars,counting crowbars,,Breaking into tough money-earning opportunities by force or cleverness.,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,internet,slang,strong,online_global,"Crowbars symbolize breaking in, figuratively for hustling money where it is hard to get."
syn_47c90bc9651a03cc,riding coin waves,riding coin waves,,Capitalizing on fluctuating economic trends to earn money.,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,business,informal,weak,general_english,Wave riding metaphor applied to managing and profiting from money swings.
syn_820d612c017a8ec1,baking bread pockets,baking bread pockets,,Creating hidden or unexpected sources of income.,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,general,informal,medium,american,Bread as slang for money combined with pockets as small hidden places.
syn_c60297dab81ffbd5,feeding the green shark,feeding the green shark,,Continuously investing or risking money to keep a scheme alive.,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,internet,slang,strong,online_global,"Shark imagery for something predatory that needs constant feeding, applied to money ventures."
syn_a9be3748b033b33c,selling smoke signals,selling smoke signals,,Offering vague or deceptive promises in money deals or hustles.,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,business,informal,medium,general_english,"Smoke signals metaphor for unclear communication, implying dubious money tactics."
syn_0e92ce9d24d79b3f,rolling paper stacks,rolling paper stacks,,"Quickly accumulating cash in visible, physical forms with a sense of showiness.",llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,internet,slang,medium,american,"Refers to literal stacks of bills, rolled and flaunted as a sign of hustle success."
syn_09dcc7508d22c6ba,shadow tipping jars,shadow tipping jars,,Secretly adding to earnings or bribes without drawing attention.,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,business,informal,weak,general_english,Tipping jars symbolize money collection; 'shadow' suggests stealth or under-the-table actions.
syn_5e76abcd68f7393d,chase the shadow goal,chase the shadow goal,,Competing for an elusive or unreachable victory.,llm_generated_inventory,synthetic_generation,phrase,sports_competition,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,sports,informal,medium,general_english,"Uses 'shadow' figuratively to imply an impossible target, common in sports contexts."
syn_945f9e14a65aae54,hit the switch line,hit the switch line,,"Making a sudden, decisive move that changes the course of competition.",llm_generated_inventory,synthetic_generation,phrase,sports_competition,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,sports,neutral,weak,general_english,Figurative use of 'switch line' to evoke a turning point or key play.
syn_7a2fdd3aac367e26,paint the scoreboard red,paint the scoreboard red,,Achieve a commanding lead or dominate the scoring.,llm_generated_inventory,synthetic_generation,phrase,sports_competition,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,sports,informal,medium,american,"Color 'red' symbolizes dominance or danger, making scoring vivid idiom."
syn_d3c4c1d8beb40344,carry the lightning ball,carry the lightning ball,,Be the key player responsible for driving the team's success under pressure.,llm_generated_inventory,synthetic_generation,phrase,sports_competition,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,sports,informal,medium,general_english,'Lightning ball' suggests intense energy and responsibility in competition.
syn_3f146611d3c087aa,dance on the final buzzer,dance on the final buzzer,,Make a winning move or decisive play just before competition ends.,llm_generated_inventory,synthetic_generation,phrase,sports_competition,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,sports,neutral,weak,american,Combines 'dance' figuratively with 'final buzzer' to depict last-moment action.
syn_97872ff6f0a24003,storm the victory gates,storm the victory gates,,Aggressively push for a win in a crucial phase of competition.,llm_generated_inventory,synthetic_generation,phrase,sports_competition,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,sports,formal,none,general_english,Military metaphor used figuratively for breaking through to success in sports.
syn_9644b6dc2fb24100,bottle the last lap,bottle the last lap,,Fail or lose confidence in the final stage of a competition.,llm_generated_inventory,synthetic_generation,phrase,sports_competition,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,sports,informal,strong,british,"'Bottle' is British slang meaning to falter under pressure, here applied to sports."
syn_8986d946c8c8c241,juggle the rival flame,juggle the rival flame,,Handle competing opponents or pressures skillfully during a contest.,llm_generated_inventory,synthetic_generation,phrase,sports_competition,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,sports,informal,medium,general_english,Figurative phrase combining 'juggle' and 'flame' to imply managing intense competition.
syn_b8391ac428e670f7,throw a shadow punch,throw a shadow punch,,Make a subtle move that disrupts opponents without direct confrontation.,llm_generated_inventory,synthetic_generation,phrase,sports_competition,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,sports,informal,medium,general_english,Metaphoric boxing term used figuratively for indirect competitive tactics.
syn_90741ddccd09bcae,ride the surge wave,ride the surge wave,,Capitalize on a sudden momentum or positive shift during competition.,llm_generated_inventory,synthetic_generation,phrase,sports_competition,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,sports,neutral,weak,general_english,"Oceanic metaphor for momentum, common in sports and informal speech."
syn_b70d347de0f9b496,ghost in the download,ghost in the download,,An unexpected or unexplained glitch or error in digital or online activity.,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,internet,informal,medium,online_global,"Uses 'ghost' metaphor for something unseen causing disruption, figurative for tech glitches."
syn_c0e94bc475d62de5,cancel culture crash,cancel culture crash,,"A sudden, overwhelming wave of public backlash against someone or something leading to social exclusion.",llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,internet,neutral,medium,online_global,Combines 'cancel culture' with 'crash' to imply a social downfall triggered online.
syn_b0b5b1d846ebb183,pixel dust trail,pixel dust trail,,Evidence or traces left behind after digital content or a person disappears from social media or online space.,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,internet,informal,weak,online_global,"Figurative use of 'dust trail' adapted to digital pixels, implying ephemeral online presence."
syn_de99cb92b1bd6e74,hashtag hallucination,hashtag hallucination,,A mistaken belief or viral rumor spread widely on social media that seems real but is false.,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,internet,informal,medium,online_global,Uses 'hallucination' to convey false viral phenomena triggered by hashtags.
syn_85eae5855225129c,meme stock meltdown,meme stock meltdown,,A rapid and dramatic collapse in the perceived value or popularity of something that was once viral or trendy.,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,business,neutral,weak,online_global,"Metaphor drawn from recent finance slang, broadly applicable to pop culture declines."
syn_5d79f71fc4b1f2d7,filter bubble pop,filter bubble pop,,A sudden exposure to opposing views or realities that breaks one’s narrow online worldview.,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,internet,neutral,weak,general_english,Metaphor for breaking out of social media echo chambers or personalized content streams.
syn_46c948a00d20b312,algorithmic ghosting,algorithmic ghosting,,When a person is deliberately or accidentally ignored or invisible due to algorithmic filtering online.,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_01.csv,internet,informal,medium,online_global,"Extends 'ghosting' to tech context, where algorithms cause social invisibility."
