idiom_id,idiom_canonical,idiom_surface,example,idiom_canonical_meaning,source,source_type,pos,tags,idiom_confidence_score,record_origin,license_source,example_language,meaning_language
idiomx_003492,every bit,every bit,The display and result must be placed in the context that was it was against a side that looked every bit their Fifa world ranking of 141 - but England completed the job with efficiency to record their biggest away win in 19 years.,"Exactly, to its full degree",kaikki_wiktionary,dictionary,adv,"idiomatic, not-comparable",1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003493,every cloud has a silver lining,every cloud has a silver lining,Every cloud has a silver lining; but in the old-fashioned meeting-houses every cloud of hymnal melody generally had a nasal lining before the congregation […],There is something good in any bad situation.,kaikki_wiktionary,dictionary,proverb,,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003494,every dog has its day,every dog has its day,"cæsar [...] Yes, Rufio: I am an old man—worn out now—true, quite true. [...] Well, every dog has his day; and I have had mine: I cannot complain.","Everyone, at some point, experiences some degree of victory or success in life.",kaikki_wiktionary,dictionary,proverb,,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003495,every good boy deserves fudge,every good boy deserves fudge,,A mnemonic phrase to help remember the order of the five lines on a musical treble stave in order from the bottom to the top: E G B D F.,kaikki_wiktionary,dictionary,phrase,mnemonic,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003496,every inch,every inch,Wigan looked every inch a side languishing in the relegation zone and there was never any indication they would arrest a run that had seen them lose all of their previous eight Premier League matches at Arsenal.,"Totally, completely.",kaikki_wiktionary,dictionary,adv,"idiomatic, not-comparable",1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003497,every king needs a queen,every king needs a queen,,Every man needs a woman as a romantic partner with whom to spend his life.,kaikki_wiktionary,dictionary,phrase,,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003498,every last,every last,He never leaves without checking every last door.,every; without exception (used for emphasis).,kaikki_wiktionary,dictionary,adj,idiomatic,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003499,every law has its loophole,every law has its loophole,,There is always a way to work around the restrictions imposed by rules.,kaikki_wiktionary,dictionary,proverb,,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003500,every little helps,every little helps,"""There's not much money - if that's what you mean."" ""Approximately."" ""Once all the debts are paid there will be very little."" ""Nevertheless. Every little helps. The Brothers are sorely in need of it this weather.""",Even small contributions towards a goal help bring the goal nearer.,kaikki_wiktionary,dictionary,proverb,UK,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003501,every man Jack,every man Jack,"When the captain offered a free round of grog to the crew, every man Jack of them lined up for a cupful.",All the members of a group with no exceptions.,kaikki_wiktionary,dictionary,pron,idiomatic,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003502,every man for himself,every man for himself,,"An expression of indifference, describing or advocating selfishness, lack of comradeship etc.",kaikki_wiktionary,dictionary,phrase,figuratively,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003503,every man has a price,every man has a price,,Everyone can be bribed or corrupted for a certain price.,kaikki_wiktionary,dictionary,proverb,idiomatic,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003504,every rose has its thorn,every rose has its thorn,"He is ſo good that there is no trouble in him, for that is the imperfection of all earthly good things, as there is a drop of honey, ſo there is a drop of gall; Every Roſe hath its thorn;",Every good situation includes some aspect of misfortune or adversity.,kaikki_wiktionary,dictionary,proverb,,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003505,every second,every second,Why do you keep bothering me every second?,Very frequently; more frequently than is desired.,kaikki_wiktionary,dictionary,adv,"figuratively, not-comparable",1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003506,every shut eye isn't asleep,every shut eye isn't asleep,"The other girls appeared to be sleeping through it as well, but there's an old saying that says every closed eye isn't sleeping.","One must be careful, because some people who seem not to be paying attention are actually paying attention.",kaikki_wiktionary,dictionary,proverb,,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003507,every silver lining has a cloud,every silver lining has a cloud,A great partnership isn't a self-maintaining entity. Perseverance and persistence make it thrive. For every silver lining has a cloud. Ignorance of this reality is not an option.,Every good situation has the potential to turn bad.,kaikki_wiktionary,dictionary,proverb,,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003508,every single time,every single time,,Used to remark or assert the perpetual predictability of certain events or situations.,kaikki_wiktionary,dictionary,phrase,"Internet, derogatory",1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003509,every stick has two ends,every stick has two ends,"But every stick has two ends, says a Russian proverb, and if the chemical shells helped the Germans, so, by and by, when we and our Allies began to adopt them, they caused also a great deal of damage to the Germans .",Every situation has two sides.,kaikki_wiktionary,dictionary,proverb,,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003510,every time,every time,You can keep your wine — give me beer every time!,Used to express a strong preference for one thing over another.,kaikki_wiktionary,dictionary,adv,"idiomatic, informal, not-comparable",1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003511,every time one farts,every time one farts,He's a prodigious bird watcher and a genius chess player. That's why he's graciously invited us to stay at his villa—so that we admire him and applaud every time he farts.,Every time one does any small thing.,kaikki_wiktionary,dictionary,phrase,"humorous, vulgar",1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003512,every time one turns around,every time one turns around,"Whenever I turn around, the boss is checking up on me.","Every time, to an annoyingly repetitive or consistent degree.",kaikki_wiktionary,dictionary,phrase,,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003513,every which where,every which where,,everywhere,kaikki_wiktionary,dictionary,adv,"emphatic, idiomatic, informal",1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003514,every woman Jill,every woman Jill,"""It's got to happen to us all Every man Jack and every woman Jill of us go the same way.""",All the female members of a group with no exceptions.,kaikki_wiktionary,dictionary,pron,idiomatic,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003515,every woman for herself,every woman for herself,,Expression of indifference: every woman should forget about comradeship and save themselves.,kaikki_wiktionary,dictionary,phrase,,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003516,everybody and his brother,everybody and his brother,,"Everybody, everyone; also, a large number of people; most people.",kaikki_wiktionary,dictionary,pron,"idiomatic, informal",1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003517,everybody who is anybody,everybody who is anybody,"Sir William: I'm convinced that everybody who is anybody has got to buckle to, and save the landmarks left. Unless we're true to our caste, and prepared to work for it, the landed classes are going to go under to this infernal democratic spirit in the air.","All of the people who are well-known or important, especially those who have prominent social standing.",kaikki_wiktionary,dictionary,noun,"idiomatic, uncountable",1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003518,everything but the kitchen sink,everything but the kitchen sink,"She must have brought everything but the kitchen sink along on the trip, and how she lifted her suitcase, I do not know.","Almost everything, whether needed or not.",kaikki_wiktionary,dictionary,noun,"idiomatic, uncountable",1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003519,everything happens for a reason,everything happens for a reason,"I also believe that everything happens for a reason, so as the tears and self-pity subsided, I knew that there must be another way in which my newfound knowledge and Punch's sparkling desire to perform could be utilized.","Used for consolation, possibly self-consolation, after someone has experienced something unfavorable or unpleasant, and hence an encouragement to make the best of the situation.",kaikki_wiktionary,dictionary,proverb,,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003520,everything in the garden is rosy,everything in the garden is rosy,,Things are going well; everything is fine.,kaikki_wiktionary,dictionary,phrase,idiomatic,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003521,everything is everything,everything is everything,,Everything is going well or according to plan.,kaikki_wiktionary,dictionary,phrase,"US, informal",1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003522,everything is fair in love and war,everything is fair in love and war,,People ignore societal norms or morality in matters of romance and conflict.,kaikki_wiktionary,dictionary,proverb,,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003523,everything old is new again,everything old is new again,,"Old trends, fashions or ideas often return to popularity after a period of decline.",kaikki_wiktionary,dictionary,proverb,,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003524,everything one touches turns to gold,everything one touches turns to gold,"Albert is so talented and creative, that everything he touches turns to gold. The major studios want to hire him!",Everything someone uses or does succeeds or becomes better.,kaikki_wiktionary,dictionary,phrase,idiomatic,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003525,everything one touches turns to shit,everything one touches turns to shit,"This irresponsible artist turned everything he touched into shit, wrecking whatever projects he was assigned into with such a shoddy performance.",Everything someone uses or does fails or becomes worse.,kaikki_wiktionary,dictionary,phrase,"derogatory, idiomatic, vulgar",1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003526,everything under the sun,everything under the sun,,A very great number of things.,kaikki_wiktionary,dictionary,phrase,figuratively,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003527,evil be to him who evil thinks,evil be to him who evil thinks,,Those who plot to commit evil deeds or harbor disgraceful thoughts deserve to have evil done to them.,kaikki_wiktionary,dictionary,proverb,,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003528,evil twin,evil twin,"As a ploy to discredit the reformist politician, the opposing party had hired a lookalike to act as his evil twin and be seen in a variety of compromising situations.","A duplicate or counterpart that acts in a contrary, nefarious, or insidious manner.",kaikki_wiktionary,dictionary,noun,idiomatic,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003529,ex nihilo nihil fit,ex nihilo nihil fit,,"Nothing comes from nothing; out of nothing, nothing is produced.",kaikki_wiktionary,dictionary,phrase,,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003530,ex opere operato,ex opere operato,,"From the work worked; referring to sacraments deriving their power from Christ's work rather than the role of humans, and thus not requiring faith to be effective.",kaikki_wiktionary,dictionary,phrase,,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003531,ex vi termini,ex vi termini,"Persons of genius are, ex vi termini, more individual than any other people—less capable, consequently, of fitting themselves, without hurtful compression, into any of the small number of moulds which society provides in order to save its members the trouble of forming their own character.",by definition,kaikki_wiktionary,dictionary,phrase,,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003532,exceptio non numeratae pecuniae,exceptio non numeratae pecuniae,"In my opinion a defendant in an action for provisional sentence on a mortgage bond who has renounced the benefit of the exceptio non numeratae pecuniae is not debarred either in the provisional case or in the principal case from raising the defence that he did not receive the money in respect of which he had acknowledged his indebtedness. The benefit of the exception is to enable a defendant to place upon the plaintiff the onus of proving that the money was paid; by renouncing the benefit, the defendant takes the onus of proof upon himself.",An exception whereby a defendant can claim that the plaintiff has not paid the money to him and that therefore the obligation is not owing.,kaikki_wiktionary,dictionary,phrase,,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003533,exceptio quod metus causa,exceptio quod metus causa,"It appears that in that Court, the defence stressed by appellant's counsel was the exceptio quod metus causa and it was to that defence that the learned Judge-President mainly directed himself.",The exceptio metus; an exception based on the fact that the underlying cause of action was based on duress or intimidation by the plaintiff of the defendant.,kaikki_wiktionary,dictionary,phrase,,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003534,excess baggage,excess baggage,"A chin-whiskered man in Walla-Walla, carrying a line of hope as excess baggage, had grubstaked us.","A dubious or unhelpful mental outlook, emotional disposition, or personal history.",kaikki_wiktionary,dictionary,noun,"idiomatic, uncountable",1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003535,exchange contracts,exchange contracts,,"To formally contract to purchase, sell or otherwise be party to a disposition of an estate in land; usually requiring the payment of a deposit by one of the parties.",kaikki_wiktionary,dictionary,verb,"England, Northern-Ireland, Wales, idiomatic",1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003536,exchange flesh,exchange flesh,"[…]it was thought ſhe was a Woman, and was turn'd into a cold fiſh, for ſhe wold not exchange fleſh with one that lou'd her: […]",To engage in sexual intercourse.,kaikki_wiktionary,dictionary,verb,"archaic, euphemistic, idiomatic, rare",1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003537,exchange of contracts,exchange of contracts,,The point or stage at which a conveyancing contract comes into existence between negotiating parties for the carrying out of a disposition of an estate in land; usually requiring the payment of a deposit.,kaikki_wiktionary,dictionary,noun,"England, Northern-Ireland, Wales, idiomatic",1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003538,exclamation point,exclamation point,"I corralled the judge, and we started off across the fields[…]. And thus we came by a circuitous route to Mohair,[…]. My client welcomed the judge […] and they disappeared together into the Ethiopian card-room, which was filled with the assegais and exclamation-point shields Mr. Cooke had had made at the Sawmill at Beaverton.",An elongated shape like an exclamation point.,kaikki_wiktionary,dictionary,noun,figuratively,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003539,excuse me,excuse me,"Excuse me? Anna? Is that you? — Oh, yes. I am here!",Said as a request for an individual's attention.,kaikki_wiktionary,dictionary,phrase,,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003540,excuse you,excuse you,"He raised his brows, 'Excuse me, or should I say, excuse you?'",An indignant response to an individual who has behaved rudely or insolently and has failed to apologize.,kaikki_wiktionary,dictionary,phrase,"Canada, US, derogatory, often, sarcastic",1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003541,exeunt omnes,exeunt omnes,,"In plays, an instruction that all actors should leave the stage.",kaikki_wiktionary,dictionary,phrase,,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003542,exit stage left,exit stage left,"We played until our fellow participants began to reenter the gym. Then we pulled on our shirts, left the ball for dead on the foul line, and made a quick exit stage left.","An orderly and uneventful departure, timed so as not to detract or distract.",kaikki_wiktionary,dictionary,noun,idiomatic,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003543,experience is the best teacher,experience is the best teacher,,Lessons learned from experience are the most lasting.,kaikki_wiktionary,dictionary,proverb,,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003544,expose oneself,expose oneself,The police arrested the man who had exposed himself in public.,To display one's genitalia in a public place or in other inappropriate circumstances.,kaikki_wiktionary,dictionary,verb,"euphemistic, idiomatic",1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003545,express elevator,express elevator,"Throw in Mr Trump's promise of a ""great, great wall along our southern border"" - with estimates starting at $12bn - and ""massive tax relief for the middle class"", and the price tag for his speech proposals is on an express elevator to astronomical.",Something that gets a person somewhere fast,kaikki_wiktionary,dictionary,noun,idiomatic,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003546,expressio unius est exclusio alterius,expressio unius est exclusio alterius,,"A canon of construction holding that, when a legal document includes a list, anything not in that list is assumed to be purposely excluded.",kaikki_wiktionary,dictionary,phrase,,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003547,exsqueeze me,exsqueeze me,"And a bit of peace and quiet to eat it in, after all the din, ken. I picked up my tea and walked away. Exsqueeze me for breathing! Ronaldson said behind me.",Excuse me.,kaikki_wiktionary,dictionary,phrase,humorous,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003548,extend one's hand,extend one's hand,"Prominent Substacker Charlotte Clymer compared the news to Michael Jordan’s return to the NBA, and a U.S. senator, Jon Tester, also extended a hand in welcoming [Jon] Stewart back.",To make a gesture of welcome or cordiality.,kaikki_wiktionary,dictionary,verb,idiomatic,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003549,extra pair of hands,extra pair of hands,"Compadres visit each other frequently, usually several times a week, and assist each other with labor whenever an extra pair of hands is needed.",The assistance of another person.,kaikki_wiktionary,dictionary,noun,idiomatic,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003550,extract the urine,extract the urine,"Now, Merilyn is neither bizarre nor eccentric in the ordinary sense but when she started talking about the ‘presence’ in her shop I thought she was extracting the urine.","to mock, make fun of something",kaikki_wiktionary,dictionary,verb,"euphemistic, humorous, idiomatic",1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003551,extraordinary claims require extraordinary evidence,extraordinary claims require extraordinary evidence,,Outlandish and unbelievable claims must be followed by exceptional evidence to be considered acceptable in rational discourse.,kaikki_wiktionary,dictionary,proverb,,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003552,eye for an eye,eye for an eye,,"Compensation for injury caused by a person, in the form of inflicting an identical injury on that person.",kaikki_wiktionary,dictionary,noun,idiomatic,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003553,eye of the storm,eye of the storm,,A period of calm in a tumultuous time.,kaikki_wiktionary,dictionary,noun,idiomatic,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003554,eye sex,eye sex,"Eye sex. She'd heard the phrase but never experienced it before. The look he gave her was smoldering, showing her that he found her attractive.",A lustful or sexually-charged glance exchanged between two people.,kaikki_wiktionary,dictionary,noun,"idiomatic, slang, uncountable",1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003555,eye up,eye up,"Hey, while you're there, take a look at their furnace. You don't have to inspect it — just eye it up and tell me whether it's decrepit or not.","To examine casually by eye, with little or no measuring or testing.",kaikki_wiktionary,dictionary,verb,"colloquial, idiomatic",1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003556,eyes on the ground,eyes on the ground,We need to have eyes on the ground in Iraq.,One or more observers in an area of interest.,kaikki_wiktionary,dictionary,noun,"idiomatic, plural, plural-only",1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003557,eyes on the prize,eyes on the prize,[Abbas's] tenure would be taken as an opportunity by various Young Turks to cement their own claims. Men such as Gaza security chieftain Mohammed Dahlan and his former West Bank counterpart Jibril Rajoub may have their eyes on the prize.,Concentration on one's goal; mindfulness of the desired outcome.,kaikki_wiktionary,dictionary,noun,"idiomatic, plural, plural-only",1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003558,face card,face card,,"The figurative photocard of a person’s face, typically one that is attractive, premium, praiseworthy.",kaikki_wiktionary,dictionary,noun,Internet,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003559,face down,face down,"That old philosopher grew cross, / Who could not tell what motion was; / Because he walked against his will, / He faced men down, that he stood still.",To confront; to abash by stern looks.,kaikki_wiktionary,dictionary,verb,"idiomatic, transitive",1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003560,face that would stop a clock,face that would stop a clock,Hey darlin' I can remember when you could stop a clock.,A shockingly attractive face.,kaikki_wiktionary,dictionary,noun,idiomatic,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003561,face the music,face the music,"As for that husband of yours, I don't think much of him, and I tell you so candidly. Running away and leaving you to face the music.",To accept or confront the unpleasant consequences of one's actions.,kaikki_wiktionary,dictionary,verb,idiomatic,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003562,face value,face value,Please take this comment at face value and don't try to read anything into it.,No more or less than what is stated; a literal or direct meaning or interpretation.,kaikki_wiktionary,dictionary,noun,"countable, idiomatic, uncountable",1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003563,faceless bureaucrat,faceless bureaucrat,"The desk-killer operates from within a network of other faceless functionaries radiating in every direction and in which the sense of responsibility could be passed along from faceless bureaucrat to faceless bureaucrat with the greatest of ease, as if it is nothing but an item passed along a conveyor belt on a mass-production line.","A stereotypical anonymous, interchangeable and unaccountable government official.",kaikki_wiktionary,dictionary,noun,"derogatory, idiomatic, usually",1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003564,fact is,fact is,"Was it a dominating performance? No. Were you expecting dominance? Fact is, Sounders FC created more than twice the chances of the home team. While the finishing was sub-par, the run of play was controlled by the guys in green until the unfortunate mistakes.","actually, in truth",kaikki_wiktionary,dictionary,adv,"idiomatic, not-comparable",1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003565,fact of life,fact of life,,Something that cannot be avoided; a stark reality of existence.,kaikki_wiktionary,dictionary,noun,idiomatic,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003566,factor in,factor in,The apartment seemed like good value until we factored in the cost of the repairs.,To consider as a factor.,kaikki_wiktionary,dictionary,verb,"idiomatic, transitive",1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003567,factor out,factor out,,"To omit, to not consider as a factor.",kaikki_wiktionary,dictionary,verb,"figuratively, transitive",1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003568,factor space,factor space,,A space obtained from another by identification of points that are equivalent to one another in some equivalence relation.,kaikki_wiktionary,dictionary,noun,idiomatic,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003569,facts don't care about your feelings,facts don't care about your feelings,,Facts exist as they do independently of emotional biases.,kaikki_wiktionary,dictionary,proverb,,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003570,facts on the ground,facts on the ground,"The author referred to ""continued evictions and relentless purchases of Palestinian homes in East Jerusalem, the process of the right of return granted to Jews but not to Arabs, the so-called facts on the ground of hardening concrete over the future, over future generations of Palestinian and Israeli children who will inherit the conflict and find it even more difficult to resolve than it is today.""","The presence of military forces in a territory, rendering moot any debate over ownership.",kaikki_wiktionary,dictionary,noun,"euphemistic, idiomatic, plural, plural-only",1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003571,facts speak louder than words,facts speak louder than words,,Facts are stronger than rhetoric; facts are more convincing than eloquent theories.,kaikki_wiktionary,dictionary,proverb,,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003572,fade out,fade out,,To slowly disappear; to wither away.,kaikki_wiktionary,dictionary,verb,idiomatic,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003573,fail at life,fail at life,,To do anything disappointing; to fail significantly.,kaikki_wiktionary,dictionary,verb,"Internet, idiomatic",1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003574,fail upwards,fail upwards,"I got trapped in an absurd, ""failing upwards"" trajectory. Heathers got me work on a bigger film called Ford Fairlane. When that movie failed, I was given a post on an even bigger film, Hudson Hawk. After that one really, really failed, I was rewarded with the assignment of Batman Returns.",To advance in one's career despite failure or incompetence.,kaikki_wiktionary,dictionary,verb,"idiomatic, informal",1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003575,failure is the best teacher,failure is the best teacher,,Failing at something is the best way to gain experience and learn how to succeed at it.,kaikki_wiktionary,dictionary,proverb,,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003576,failure to launch,failure to launch,,A young adult's inability to leave home and begin a self-supported life.,kaikki_wiktionary,dictionary,noun,"countable, idiomatic, uncountable",1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003577,failure to prepare is preparing to fail,failure to prepare is preparing to fail,,Failing to prepare will cause one to lose or fail.,kaikki_wiktionary,dictionary,proverb,,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003578,faint heart never won fair lady,faint heart never won fair lady,,One must take risks in order to achieve a goal; success requires enterprise.,kaikki_wiktionary,dictionary,proverb,,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003579,fair coin,fair coin,,A sequence of independent Bernoulli trials (a Bernoulli process) with probability 1/2 of success on each trial.,kaikki_wiktionary,dictionary,noun,idiomatic,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003580,fair enough,fair enough,"You can play the exercises pretty well on piano, fair enough, but can you play the movement expressively?","An expression used to concede a point, but suggesting that the broader argument is incorrect.",kaikki_wiktionary,dictionary,phrase,idiomatic,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003581,fair exchange is no robbery,fair exchange is no robbery,"""You can get anything you need here,"" Shamlack explained. ""Longheads will adapt to whatever trade is needed at any given time and they have an excellent eye and mind for business. They are always honest, but don't ever expect to get anything for nothing -- you get what you ask for and nothing more or less than that."" ""Well, you know, fair exchange is no robbery,"" one of the Longheads chipped in, overhearing them.",Swapping two things or subjects of equal value is considered an honest deal.,kaikki_wiktionary,dictionary,proverb,,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003582,fair game,fair game,"After the middle sister's call from a friend's house, her slice of cake was fair game.",A goal or an object that may legitimately be sought.,kaikki_wiktionary,dictionary,noun,"idiomatic, uncountable",1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003583,fair play,fair play,"[S]he consolidated her position by purchasing the kennels, doing them up regardless of expense and buying two new horses, and, fair play to her, fair play, as they say in Wales, ...",used to acknowledge or congratulate for something.,kaikki_wiktionary,dictionary,phrase,"Ireland, UK, colloquial",1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003584,fair sex,fair sex,"The younger Gentry, or Dons, to express their Gallantry, carry about them Egg-shells, fill'd with Orange or other sweet Water, which they cast at Ladies in their Coaches, or such other of the fair Sex as they happen to meet in the Streets.",Women collectively.,kaikki_wiktionary,dictionary,noun,"dated, idiomatic, offensive, sometimes",1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003585,fair shake,fair shake,"Raymond J. Williams, the board's executive secretary, told a reporter, ""We tried to give the guy [Arnold] a fair shake.""","Reasonable, unbiased treatment; a fair deal.",kaikki_wiktionary,dictionary,noun,idiomatic,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003586,fair share,fair share,"He endured a fair share of criticism during his lifetime, but his works are now universally considered to be masterpieces.","A significant amount, often implied to be excessive or inordinate; a great deal of something.",kaikki_wiktionary,dictionary,noun,"idiomatic, uncountable",1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003587,fair to middling,fair to middling,"""O'er Waiting Harpstrings of the Mind"" is pretty good, quite fair to middling—the whole seven of the stanzas—but repetition would be certain to take the excitement out of it in the course of time.",Only tolerably good; somewhat favorable.,kaikki_wiktionary,dictionary,adj,"idiomatic, not-comparable",1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003588,fair's fair,fair's fair,"""Okay,"" I said. ""If we take turns with the dishes. I'm not going to do them all the time."" ""Fair's fair,"" Matt said. ""We rotate the dishes, and Jon and I do our own laundry.""","An expression used when asking for fair or just treatment, or when asserting that a situation is fair.",kaikki_wiktionary,dictionary,phrase,,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003589,fair-haired boy,fair-haired boy,,"Someone's favorite, especially a young one; a blue-eyed boy (British), (Australian)",kaikki_wiktionary,dictionary,noun,"Australia, US, idiomatic",1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003590,fair-weather fan,fair-weather fan,"But, hey, don't get me wrong. I'm not one of those big-mouth, fair-weather fans who sings ""Hail to the Redskins"" when they're winning and ""To Hell With the Redskins"" when they're not.",A fan who only pays attention to their favorite team when they are performing well.,kaikki_wiktionary,dictionary,noun,idiomatic,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003591,fair-weather friend,fair-weather friend,"My Fair-weather Friends of the Summer are going away for London, and I ſhall ſee them and the butterflies together, if I live till next Year; which I would not deſire to do, if it were only for their ſakes.","One who is friendly, helpful, or available only when it is advantageous or convenient to be so.",kaikki_wiktionary,dictionary,noun,idiomatic,1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
idiomx_003592,fairy money,fairy money,,Any money or treasure that a person discovers unexpectedly.,kaikki_wiktionary,dictionary,noun,"idiomatic, uncountable",1.0,source_only,wiktionary_cc_by_sa_4_0,en,en
