idiom_id,example,idiom_canonical_meaning,source,record_origin,license_source,example_language,meaning_language,meaning_arabic_language
idiomx_000938,It's hard to sleep with the neighbors playing the radio so loud and that dog barking at all hours.,Late into the night or early morning; when people ought to be sleeping.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_001218,"Afterwards the Lord renued this Covenant with Noah, Gen. 6.10. and did further reveale it in another Type, namely, the ſaving of Noah and his family in the Arke, which was borne up by the flood of Waters; […]",To support; to keep from falling or sinking.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_007744,"'[…] I tipped her double to pretend we were dating on a regular basis, and to act as if she was crazy about me. Only in public,' Rimmer waved his hand, as if to ward off evil thoughts",Regularly; occurring in regular time intervals or patterns.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_008949,,fast to act or react,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_007238,"As to any existing dearth of materials for comedy, I hold it to be merely imaginary; for I believe that on a fair comparison, the manners and morals of the present age and those of the past, would prove much of a muchness.","Of two or more things, having little difference of any significance between them.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_001767,Excessive drinking can bring on depression.,To cause.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_002343,"At the end of the lecture, the old man strode to the front of the hall, shook the American by the hand and said - with passion - 'My dear fellow, I wish to thank you. I have been wrong these fifteen years.' We clapped our hands red.",To clap or applaud intensely.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_002609,,"Any of a group of species within the division Basidiomycota, typically having erect, simple or branched basidiocarps (fruiting bodies) that are formed on the ground, on decaying vegetation, or on dead wood.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_006102,,To hush or speak; softly or quietly.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_009217,,"An elevation to a very high rank, especially a royal one.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_006995,,"Used to indicate that an occurrence is unsurprising, or that something is or was evident. Often sarcastic, mocking someone for believing that something is common, or otherwise tongue-in-cheek.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_009146,,Transformative changes require sacrifice.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_002612,"It will not do to say that the Irish have a monopoly on stupidity, yet there have been times when I thought they nearly cornered the market.",To have exclusive possession; to possess something to a high or excessive degree.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_007992,My egg cracked when I started wondering why I loved reading gender-transformation webcomics.,One realizes that one is transgender.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_001086,"If you consider all the negative and all the positive factors, it should balance out to something acceptable.",To attain balance through the contrasting or reciprocating effect of different elements.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_004986,"He must have had his chips, she thought, and our children will be born fatherless.",To be dead or finished.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_005904,"Maybe we could try fixing this part to the … no, wait, it doesn’t matter.",I withdraw my previous statement (often used if it wasn't heard or understood).,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_002772,,To be extremely displeased.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_011975,"“There are three reasons,” Trent answered. “First, he may find his way to England and upset the applecart; […]”","To disorganize or spoil something, especially an established arrangement or plan.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_008139,speak out of the side of one's mouth,Falsely; untruthfully; inaccurately.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_005736,"Nettles lives in the crosshairs, with the secret police, his sympathizers, and his now and would-be lovers making impossible demands on him.","Singled out for blame, harassment, or other unwanted attention.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_003275,,To make a mistake.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_007721,"[A]n old salt don't like to keep under hatches, while powder is burning on deck.","A seasoned sailor, especially one who is hardy and forthright in manner.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_000980,,At one's disposal.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_000048,"The UN would rather not be associated with blowing mosques to smithereens in a part of the world where propaganda is everywhere, and information spreads like Chinese whispers.",Any situation where something is changed or misunderstood as a result of passing through successive people or processes.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_011621,"He was killed by coyotes; he died by tooth, fang, and claw.",The means of wild predators to kill.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_008487,We must constantly ask ourselves whether our analysis will play in Peoria.,To receive widespread acceptance among members of the general American public.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_006033,,by divine right,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_001587,"In Bodies Politique the power of the Repreſentative is alwaies Limited: And that which preſcribeth the Limits thereof, is the Power Soveraign.",The collective body of a nation or state as politically organized.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_006689,,Expresses victory in accomplishing something that can never be undone.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_012791,What a lovely vase! You shouldn't have!,"Used to express gratitude at unnecessary generosity, especially when receiving a gift.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_000174,"Although the Wofford quote [""We don't need affirmative action — we're already here""] may have been a well-intended attempt to demonstrate that gay people can make it, it tends to reflect an ""I got mine, too bad about you"" sentiment reminiscent of Clarence Thomas.","Used to convey that one has achieved success and that others should be able to as well regardless of ability, background, or circumstances.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_006694,,To seek someone or something to blame.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_007537,"But it's not just a pretty face. This soccer sim also offers authentic physics — including ball dribbling, passing and scoring, and how the players react to one another — and more than 500 officially licensed clubs, totaling roughly 15,000 players.","Something that is more useful, versatile, or intrinsically valuable than might be assumed.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_009955,,A person having a thin physical build.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_002345,"Our clarion call is ""Equal Rights for all: Special Privileges to None"".","Appeal, urgent call to action.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_002944,The company quickly dialled in to the fact that customers wanted greater convenience.,"To apprehend and align oneself (to an idea, circumstance, way of thinking, etc.).",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_005025,"He held out to me a bowl of steaming broth, that filled the room with a savour sweeter, ten thousand times, to me than every rose and lily of the world; yet would not let me drink it at a gulp, but made me sip it with a spoon like any baby. […] And so it was ten days or more before youth and health had their way, and I was strong again; and all that time Elzevir Block sat by my bed, and nursed me tenderly as a woman. So piece by piece I learned the story of how they found me.",To achieve a desired or natural result.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_005329,The truth is that the child has not received any home training from his or her parents or guardian. The lack of home training causes a child to misbehave in the class room or in the school compound […],Home-taught manners and social etiquette.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_010203,,"If one does not discipline a child, it will never learn obedience and good manners.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_011776,"There he stood, answering shortly and gruffly to all questions proposed to him, . . . and as soon as the ancient priestess had handed him his glass of the salutiferous water, turned on his heel with a brief good-morning.","To suddenly turn away from someone or something in order to depart rapidly, especially as expressive of haughtiness, disapproval, or evasiveness.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_001966,,By a very small amount or distance.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_011563,,An attestation to the truthfulness and frankness of an associated statement.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_000796,The train will be arriving any time now.,Very soon.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_002320,"Linebacker Carlton Bailey shaved his head last year. . . . Soon, the bald head became the rage among the linebackers. Now, just about every Giants linebacker has a chrome dome.",A bald head.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_009449,,To retain something appealing or extraordinary on hold until the end or the final moment.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_008486,Plenty of people played hooky from work to go see the movie on opening day.,"To play truant; to avoid (informally: skip) school, work, or other duties (stay away from these without permission nor an excuse); to skive or to bunk off (UK);",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_004550,"As the Biden administration and its allies try to secure an elusive cease-fire in Gaza, Israel appears to have gone rogue.","To behave in a very unconventional, independent, uncontrolled, or unauthorized way that ignores rules, norms, or expectations.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_002953,,An idiot or foolish person.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_011354,"Out there in Breughel, N.D., surrounded by an ocean of durum wheat, we got three squares a day, piled our plates and cried Yes! to seconds.","Three square meals, understood as a complete, satisfying, and nourishing regimen of food taken over the course of a day.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_000136,,Said before or after one makes a declaration to attach a mock solemnity to a strongly held belief.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_001356,"I'd be surprised if those two are still dating come Christmas, but I'm not betting the farm on a breakup just yet.","To be absolutely certain, to have no doubts.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_003899,"Now they are the English champions, flying the flag for their country in Europe’s premier club competition and managed by a 53‑year‑old who only got the job on Sunday night.",To support one's country enthusiastically.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_010153,Daytime television is not my cup of tea.,An activity or domain in which someone is interested or skilled in; one's personal preference.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_000512,,A visualisation is a better description than a verbal description.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_010686,The new chairman is happy to take a back seat when it comes to day-to-day operations.,To adopt a position of noninvolvement.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_008335,"Knowing the auditors were coming in just a week, we chose to pencil whip the quarterly inventory forms for the last year.","To complete a form, record, or document without having performed the implied work or without supporting data or evidence.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_012084,,To revel in baseness or scandal.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_004902,"But just when I thought I’d gotten the hang of things, a snake chased me into a deeper level of the labyrinth! Everything’s on hard mode down here.","A task or situation made deliberately more difficult than usual, often as a test of skill or endurance.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_004680,One good turn deserves another.,A good deed; a thoughtful or selfless act.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_006110,I'm a bit nervous. Could you keep me company while I wait for my blind date to arrive?,"To remain with or accompany someone, especially to make them feel more comfortable with a certain situation.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_008674,Pretty Polly! Pretty Polly! Squawk! 'Allo! Who's a pretty boy! Squawk! 'Allo! 'Allo!,"A phrase traditionally said to parrots, and a phrase that parrots are traditionally taught to speak.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_006178,"They are looking for their own Happy Land, though I do not think they will find it by way of 'kicks' and 'giggles'.",Amusement without any serious purpose; fun.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_003456,,"Any clause, term or condition in a contract or statute that avoids the application of a provision",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_001571,"""[…] the disease is either extinct, or exists in such a mild form that a short course of aperient medicine carries it off. It is sometimes called the Blue-devils now or the Mulleygrubs. Queer names, ain't they?""",Low spirits; depression.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_004673,to have a good run,Success over an extended period.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_001808,"The ease with which Stoke brushed aside their Israeli opponents bodes well for the return fixture in early November, when a win could could secure their passage to the last 32.",To defeat with ease.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_000928,"This report is certainly not comprehensive; it is more of a ""Marketing Division at a glance"".",Upon cursory examination.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_003039,"Clinton and Dole brought different needs to the debate. For Dole it was do or die. He had to hit Clinton hard but without seeming harsh, a conundrum for him all year.",Requiring a determined or desperate effort to avoid the consequences of failure.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_009297,,To gradually cause to disappear,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_009876,"Yes, Virginia, there is a presidential election in 1984—and it has begun: A former Vice President goes ice fishing and poses with a puny perch dangling from his line. A 68-year-old Senator dons athletic shorts and runs a 60-yd. dash in a San Francisco track meet. […] Such hijinks can mean only one thing: the quadrennial silly season has started again.","A period of time, as during a holiday season or a political campaign, in which the behavior of an individual or group tends to become uncharacteristically frivolous, mirthful, or eccentric.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_004491,"The car wouldn't start yesterday no matter what I did, but today it works just fine. Go figure.","Expresses perplexity, puzzlement, or surprise (as if telling somebody to try to make sense of the situation).",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_012069,"He may be rich and influential, but he can't walk on water.",To perform godlike or superhuman feats.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_008551,"This plumber's helper was in the corner, one of these big, industrial-strength jobs for blowing out major toilet blockage.","A plunger, consisting of a large suction cup attached to a stick and used to remove blockages from toilets, sinks, or drains.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_007572,"Near-synonyms: a dime a dozen, dime-a-dozen, ten a penny",Worthless or nearly so: lacking in value.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_000305,"Once I asked a man whether I could kiss him, and he said, “I’m good, thanks”, as though I had offered him a crisp.","No, thank you: used when asked whether one wants or needs something, etc.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_003529,,"Nothing comes from nothing; out of nothing, nothing is produced.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_001373,,"eventually, despite all the confusion.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_008980,The rag bagger has a deck lined with gas cans and bicycles.,"A sailboat, usually a cruising sailboat tending to carry and store lots of supplies along the deck, or any sailboat that looks neglected or messy.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_009212,Near-synonym: get up,Used to wish someone happiness upon waking up,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_008325,"His early, brilliant ""Peel Me a Grape,"" which has long been one of Blossom Dearie's anthems, laughs at social ennui in the seventies and eighties in the way that Cole Porter laughed at it in the thirties: Peel me a grape, crush me some ice, Skin me a peach, save the fuzz for my pillow, Start me a smoke, talk to me nice, You gotta wine me and dine me, Don't try and fool me, bejewel me, Either amuse me or lose me, I'm gettin' hungry -- peel me a grape.",A request to be pampered or to have one's whims indulged.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_006153,"It seemed like a good idea at the time, but I'm going to kick it into touch.",To evade an issue; to stop from happening.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_010903,,Speaking disrespectfully of someone or lying in belittling or derogating ways will result in physical violence.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_008062,"As the presence of any considerable number of priests on an ocean steamer is supposed to bring rough weather, so the addition of a few hundred parsons to the population of Edinburgh is believed to induce rain,—or perhaps I should say, more rain.","Said by someone after a statement, meaning to precede a pun or another kind of clever rephrasing",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_009934,"He will fry me six ways to Sunday for sending daughters and young mothers off to war—and, quite possibly, for bringing them back in body bags.","Thoroughly, completely, in every way imaginable.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_010350,"Nay, it ſeems, / My Boy has charg'd thee vvith't, before his yeares / Could vvarrant his ability in Combate, / And ſo is fallen; Or thou, not daring ſtand / Tryall in ſuch a cauſe, by treachery / Haſt cut him off; And com'ſt to make thy peace: / Preſuming on my Poverty, vvith money.",To sustain the trial or examination of a cause; not to give up without trial.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_002982,,"The sense of being able or emboldened to say something to someone over digital media (text, instant message, etc.) that one would not normally say face to face.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_001352,Forget the Great Wall - Beijing's best-kept secret is its crazy taxi drivers.,Something interesting or important but not well-known.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_006573,"Shoot, Sniffer jerked away and took off like a scalded dog.",With great rapidity.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_001007,,Lower subordinates in an organization practice the behavior that is tolerated and encouraged by their superiors.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_010298,"The poor stuggle for riches, success, power; but those who achieve them die out. Life is, then a sort of squirrel cage or treadmill.","A tedious, repetitive, unfulfilling activity or situation, especially one in which no progress is achieved.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_010426,"At times we on the inside become a little overbearing on our family and friends (if we have that stick by). It may not be intentional. It sort of ""sneaks"" in on us and before we realize it we write a negative letter which we later may regret we mailed.","to follow or adhere to somebody or something, to remain loyal and unswerving in one's attitude towards somebody or something",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_010971,"I see then we have both been at school. But did you never, when you were there, hear it said, ""Tell no tales out of school?""",To reveal confidential or sensitive information; to gossip.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_001580,"David Gaddis feels comics and animation are distinct forms. ""Comics are still images you move through actively, whereas animations are images you sit back and experience passively,"" but even he admits web artists such as Demian 5 are blurring the line.",To minimize or erode the distinction between two things.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_001644,He was a grinder operator for years. He bounced around for a while because the small shops kept going under.,"To switch between jobs, locations and other situations often.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_010256,"The Microsoft trial had been in danger of slipping out of the public eye. Its endless procession of less-than-riveting economics professors and forgetful executives, mixed with scads of legal and technical split hairs, just hasn't made for gripping headlines.",Tedious details; minutiae.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_003943,,used to express annoyance or frustration,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_007796,I recognized him on sight.,Immediately when sighted.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_005830,"I doubt I'll ever win the lottery, but as long as I buy a ticket I'm in with a chance.",Having a chance.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_004059,She said she wanted to build a new house from scratch.,From basic materials or raw ingredients.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_009685,,"Flirtatious conversation, used as foreplay or for seduction.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_000812,,Without any apparent reason or purpose.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_007773,"If you have cornstarch on hand, use it; otherwise, try a little flour.",Available; ready; in stock.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_007347,"Claude Augustus had not been in prison, so he said; was not a bigamist, was never sick at sea, and all those things they ask Tommies were all right about him, anyhow.","Having all the qualifications and abilities one could possibly ask for (or almost, anyway)",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_000358,,"A hypothetical average or generic individual; a random, common man.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_007349,,Exploit any possible opportunity that arises from difficult situations.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_002513,"Newbery in England and Isaiah Thomas in the U.S.A. insisted that their books for children were of a high moral tone. Children had to be good in order to escape from hell, and most bad children came to a very sticky end.",To die unpleasantly due to one's actions.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_009775,Our operating costs have shot up due to the fuel shortage.,To grow taller or larger rapidly.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_005734,"“Think we're in the clear?” Leif asked, still studying the rooftops and doorways for new threats. Before Nick could answer, the whole world exploded in fire and smoke.",No longer in danger.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_009780,Near-synonyms: shitty stick; shortest straw; raw deal,"A situation, opportunity, or outcome which is less favorable than situations, opportunities, or outcomes experienced by or available to others.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_003016,"Booed for muffing an easy fly ball in a game with the Yankees, Outfielder Williams did a slow burn. By the time he made a game-saving catch, even the cheers sounded like jeers to Terrible-Tempered Ted.",To experience a gradually increasing feeling of anger or frustration; to slowly burn.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_002849,"""It is a day of days,"" she said, as I approached; ""a day of all days either to live or die. . . . I am dying, yet shall I live.""",A particularly noteworthy day; the day on which a milestone or especially memorable event occurs.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_006326,The claim that his dog wrote the poems was laughed out of court by publishers.,To dismiss as silly something presented with genuine conviction or treated seriously.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_004527,It all went off when the opposing teams' fans met at the railway station.,To explode metaphorically; to become very angry or overexcited.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_003600,"I submitted my application for student finance months ago, but haven't heard back. I think I've fallen between the cracks.","To wind up in an unexpected situation which is, inadvertently, invisible to or not handled by whatever process one had hoped to be subject to; to be overlooked.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_012367,,When does this place or this function close?,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_010504,,To be very eager to do or begin something.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_002272,By so doing you will certainly profit the art of fiction. For books have a way of influencing each other. Fiction will be much the better for standing cheek by jowl with poetry and philosophy.,In very close or intimate association.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_002478,,"To complete a cycle of transition, returning to where one started after gaining experience or exploring other things.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_007232,"""They have this term in Hollywood, movie jail. When a director does this horrible movie that fails, he's in movie jail, where they're not letting him make another movie again.""","A state of derailment of a career or limited opportunities to which a film industry professional is seemingly relegated, usually as a result of making an unsuccessful film.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_010066,"""[…] Usually businessmen. Married, middle-aged guys who'll cough up fifty bucks to smoke my pole.""",To perform fellatio on someone.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_001044,"""We had a clear philosophy from Day One, which was that we wanted to maintain the individualness, the uniqueness of each product, and yet we wanted to realize, in effect, some of the back-office synergies of the merger,"" Fain explained.","The IT and infrastructure support services for a company, separate from the public face of the business.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_003471,,And all this kind.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_004386,"“Oh, give me a break, sport. You want to pick my brain but you're not going ^([sic]) give me anything in return? What's up with that?”",To stop harassing or demanding from someone.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_012281,"If vve ſhould reuell much, therefore vve vvill haue / Some halfe a dozen frends and make no more adoe. / But vvhat ſay you to Thurſday.","Followed by to: do you fancy, or would you like (something, such as an activity or a drink or a food item)?",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_012295,What the hell is going on?,An intensive form of what.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_003502,,"An expression of indifference, describing or advocating selfishness, lack of comradeship etc.",kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_004368,"Give ear to his motions: Master Slender, I will description the matter to you, if you be capacity of it.",To listen: to devote one's attention to an auditory event.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_007862,"Went to a bongo party completely by mistake / there were coons and thugs and fat sheboons with all the pavement apes / When I got to the bongo party, it smelled of jenkem juice / someone left the cave door open, there were chimps on the loose.",Not incarcerated or in captivity; not under control.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_002349,"Rogers left the Department of State in September, 1973, before the Watergate scandal had implicated Nixon and some of his principal White House aides. He couldn't have picked a better time to return to private life and all his friends were happy for him. Bill Rogers simply cleaned his desk and moved back to his old law firm, Rogers and Wells. He came through all this untarnished, as clean as a hound's tooth.",Very innocent.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_003990,"Princeton University, forcing house for leaders of the Presbyterian Awakening, was a ready source of morale-boosting sermons and literature, and its Scottish President, John Witherspoon, was a leading figure in the Continental Congress through the revolutionary years.",Any place that promotes early development.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
idiomx_006974,,A woman or girl who has a very close bond with her mother.,kaikki_wiktionary,source_only,wiktionary_cc_by_sa_4_0,en,en,ar
